# Full-ISA Z80N golden vectors from the Spectrum Next FPGA Z80N core (HDL simulation of the core source).
# fmt: opcodehex AF BC DE HL IX IY memHL memDE | (post) AF BC DE HL IX IY memHL memDE  name
DD6600 1093 A000 A001 A000 A000 A000 42 01 | 1093 A000 A001 4200 A000 A000 42 01 LD_r_(IX+0)
DD7400 0000 A000 A001 A000 A000 A000 00 00 | 0000 A000 A001 A000 A000 A000 A0 00 LD_(IX+0)_r
DD7400 00FF A000 A001 A000 A000 A000 08 80 | 00FF A000 A001 A000 A000 A000 A0 80 LD_(IX+0)_r
DD7400 FF28 A000 A001 A000 A000 A000 28 0F | FF28 A000 A001 A000 A000 A000 A0 0F LD_(IX+0)_r
DD7400 3C01 A000 A001 A000 A000 A000 FF 55 | 3C01 A000 A001 A000 A000 A000 A0 55 LD_(IX+0)_r
DD7400 8055 A000 A001 A000 A000 A000 AC 18 | 8055 A000 A001 A000 A000 A000 A0 18 LD_(IX+0)_r
DD7400 0F10 A000 A001 A000 A000 A000 80 C0 | 0F10 A000 A001 A000 A000 A000 A0 C0 LD_(IX+0)_r
DD7400 AAC3 A000 A001 A000 A000 A000 07 F7 | AAC3 A000 A001 A000 A000 A000 A0 F7 LD_(IX+0)_r
DD7400 1093 A000 A001 A000 A000 A000 42 01 | 1093 A000 A001 A000 A000 A000 A0 01 LD_(IX+0)_r
DD6E00 0000 A000 A001 A000 A000 A000 00 00 | 0000 A000 A001 A000 A000 A000 00 00 LD_r_(IX+0)
DD6E00 00FF A000 A001 A000 A000 A000 08 80 | 00FF A000 A001 A008 A000 A000 08 80 LD_r_(IX+0)
DD6E00 FF28 A000 A001 A000 A000 A000 28 0F | FF28 A000 A001 A028 A000 A000 28 0F LD_r_(IX+0)
DD6E00 3C01 A000 A001 A000 A000 A000 FF 55 | 3C01 A000 A001 A0FF A000 A000 FF 55 LD_r_(IX+0)
DD6E00 8055 A000 A001 A000 A000 A000 AC 18 | 8055 A000 A001 A0AC A000 A000 AC 18 LD_r_(IX+0)
DD6E00 0F10 A000 A001 A000 A000 A000 80 C0 | 0F10 A000 A001 A080 A000 A000 80 C0 LD_r_(IX+0)
DD6E00 AAC3 A000 A001 A000 A000 A000 07 F7 | AAC3 A000 A001 A007 A000 A000 07 F7 LD_r_(IX+0)
DD6E00 1093 A000 A001 A000 A000 A000 42 01 | 1093 A000 A001 A042 A000 A000 42 01 LD_r_(IX+0)
DD7500 0000 A000 A001 A000 A000 A000 00 00 | 0000 A000 A001 A000 A000 A000 00 00 LD_(IX+0)_r
DD7500 00FF A000 A001 A000 A000 A000 08 80 | 00FF A000 A001 A000 A000 A000 00 80 LD_(IX+0)_r
DD7500 FF28 A000 A001 A000 A000 A000 28 0F | FF28 A000 A001 A000 A000 A000 00 0F LD_(IX+0)_r
DD7500 3C01 A000 A001 A000 A000 A000 FF 55 | 3C01 A000 A001 A000 A000 A000 00 55 LD_(IX+0)_r
DD7500 8055 A000 A001 A000 A000 A000 AC 18 | 8055 A000 A001 A000 A000 A000 00 18 LD_(IX+0)_r
DD7500 0F10 A000 A001 A000 A000 A000 80 C0 | 0F10 A000 A001 A000 A000 A000 00 C0 LD_(IX+0)_r
DD7500 AAC3 A000 A001 A000 A000 A000 07 F7 | AAC3 A000 A001 A000 A000 A000 00 F7 LD_(IX+0)_r
DD7500 1093 A000 A001 A000 A000 A000 42 01 | 1093 A000 A001 A000 A000 A000 00 01 LD_(IX+0)_r
DD7E00 0000 A000 A001 A000 A000 A000 00 00 | 0000 A000 A001 A000 A000 A000 00 00 LD_r_(IX+0)
DD7E00 00FF A000 A001 A000 A000 A000 08 80 | 08FF A000 A001 A000 A000 A000 08 80 LD_r_(IX+0)
DD7E00 FF28 A000 A001 A000 A000 A000 28 0F | 2828 A000 A001 A000 A000 A000 28 0F LD_r_(IX+0)
DD7E00 3C01 A000 A001 A000 A000 A000 FF 55 | FF01 A000 A001 A000 A000 A000 FF 55 LD_r_(IX+0)
DD7E00 8055 A000 A001 A000 A000 A000 AC 18 | AC55 A000 A001 A000 A000 A000 AC 18 LD_r_(IX+0)
DD7E00 0F10 A000 A001 A000 A000 A000 80 C0 | 8010 A000 A001 A000 A000 A000 80 C0 LD_r_(IX+0)
DD7E00 AAC3 A000 A001 A000 A000 A000 07 F7 | 07C3 A000 A001 A000 A000 A000 07 F7 LD_r_(IX+0)
DD7E00 1093 A000 A001 A000 A000 A000 42 01 | 4293 A000 A001 A000 A000 A000 42 01 LD_r_(IX+0)
DD7700 0000 A000 A001 A000 A000 A000 00 00 | 0000 A000 A001 A000 A000 A000 00 00 LD_(IX+0)_r
DD7700 00FF A000 A001 A000 A000 A000 08 80 | 00FF A000 A001 A000 A000 A000 00 80 LD_(IX+0)_r
DD7700 FF28 A000 A001 A000 A000 A000 28 0F | FF28 A000 A001 A000 A000 A000 FF 0F LD_(IX+0)_r
DD7700 3C01 A000 A001 A000 A000 A000 FF 55 | 3C01 A000 A001 A000 A000 A000 3C 55 LD_(IX+0)_r
DD7700 8055 A000 A001 A000 A000 A000 AC 18 | 8055 A000 A001 A000 A000 A000 80 18 LD_(IX+0)_r
DD7700 0F10 A000 A001 A000 A000 A000 80 C0 | 0F10 A000 A001 A000 A000 A000 0F C0 LD_(IX+0)_r
DD7700 AAC3 A000 A001 A000 A000 A000 07 F7 | AAC3 A000 A001 A000 A000 A000 AA F7 LD_(IX+0)_r
DD7700 1093 A000 A001 A000 A000 A000 42 01 | 1093 A000 A001 A000 A000 A000 10 01 LD_(IX+0)_r
DD8600 0000 A000 A001 A000 A000 A000 00 00 | 0040 A000 A001 A000 A000 A000 00 00 ADD_A_(IX+0)
DD8600 00FF A000 A001 A000 A000 A000 08 80 | 0808 A000 A001 A000 A000 A000 08 80 ADD_A_(IX+0)
DD8600 FF28 A000 A001 A000 A000 A000 28 0F | 2731 A000 A001 A000 A000 A000 28 0F ADD_A_(IX+0)
DD8600 3C01 A000 A001 A000 A000 A000 FF 55 | 3B39 A000 A001 A000 A000 A000 FF 55 ADD_A_(IX+0)
DD8600 8055 A000 A001 A000 A000 A000 AC 18 | 2C2D A000 A001 A000 A000 A000 AC 18 ADD_A_(IX+0)
DD8600 0F10 A000 A001 A000 A000 A000 80 C0 | 8F88 A000 A001 A000 A000 A000 80 C0 ADD_A_(IX+0)
DD8600 AAC3 A000 A001 A000 A000 A000 07 F7 | B1B0 A000 A001 A000 A000 A000 07 F7 ADD_A_(IX+0)
DD8600 1093 A000 A001 A000 A000 A000 42 01 | 5200 A000 A001 A000 A000 A000 42 01 ADD_A_(IX+0)
DD8E00 0000 A000 A001 A000 A000 A000 00 00 | 0040 A000 A001 A000 A000 A000 00 00 ADC_A_(IX+0)
DD8E00 00FF A000 A001 A000 A000 A000 08 80 | 0908 A000 A001 A000 A000 A000 08 80 ADC_A_(IX+0)
DD8E00 FF28 A000 A001 A000 A000 A000 28 0F | 2731 A000 A001 A000 A000 A000 28 0F ADC_A_(IX+0)
DD8E00 3C01 A000 A001 A000 A000 A000 FF 55 | 3C39 A000 A001 A000 A000 A000 FF 55 ADC_A_(IX+0)
DD8E00 8055 A000 A001 A000 A000 A000 AC 18 | 2D2D A000 A001 A000 A000 A000 AC 18 ADC_A_(IX+0)
DD8E00 0F10 A000 A001 A000 A000 A000 80 C0 | 8F88 A000 A001 A000 A000 A000 80 C0 ADC_A_(IX+0)
DD8E00 AAC3 A000 A001 A000 A000 A000 07 F7 | B2B0 A000 A001 A000 A000 A000 07 F7 ADC_A_(IX+0)
DD8E00 1093 A000 A001 A000 A000 A000 42 01 | 5300 A000 A001 A000 A000 A000 42 01 ADC_A_(IX+0)
DD9600 0000 A000 A001 A000 A000 A000 00 00 | 0042 A000 A001 A000 A000 A000 00 00 SUB_A_(IX+0)
DD9600 00FF A000 A001 A000 A000 A000 08 80 | F8BB A000 A001 A000 A000 A000 08 80 SUB_A_(IX+0)
DD9600 FF28 A000 A001 A000 A000 A000 28 0F | D782 A000 A001 A000 A000 A000 28 0F SUB_A_(IX+0)
DD9600 3C01 A000 A001 A000 A000 A000 FF 55 | 3D3B A000 A001 A000 A000 A000 FF 55 SUB_A_(IX+0)
DD9600 8055 A000 A001 A000 A000 A000 AC 18 | D493 A000 A001 A000 A000 A000 AC 18 SUB_A_(IX+0)
DD9600 0F10 A000 A001 A000 A000 A000 80 C0 | 8F8F A000 A001 A000 A000 A000 80 C0 SUB_A_(IX+0)
DD9600 AAC3 A000 A001 A000 A000 A000 07 F7 | A3A2 A000 A001 A000 A000 A000 07 F7 SUB_A_(IX+0)
DD9600 1093 A000 A001 A000 A000 A000 42 01 | CE9B A000 A001 A000 A000 A000 42 01 SUB_A_(IX+0)
DD9E00 0000 A000 A001 A000 A000 A000 00 00 | 0042 A000 A001 A000 A000 A000 00 00 SBC_A_(IX+0)
DD9E00 00FF A000 A001 A000 A000 A000 08 80 | F7B3 A000 A001 A000 A000 A000 08 80 SBC_A_(IX+0)
DD9E00 FF28 A000 A001 A000 A000 A000 28 0F | D782 A000 A001 A000 A000 A000 28 0F SBC_A_(IX+0)
DD9E00 3C01 A000 A001 A000 A000 A000 FF 55 | 3C3B A000 A001 A000 A000 A000 FF 55 SBC_A_(IX+0)
DD9E00 8055 A000 A001 A000 A000 A000 AC 18 | D393 A000 A001 A000 A000 A000 AC 18 SBC_A_(IX+0)
DD9E00 0F10 A000 A001 A000 A000 A000 80 C0 | 8F8F A000 A001 A000 A000 A000 80 C0 SBC_A_(IX+0)
DD9E00 AAC3 A000 A001 A000 A000 A000 07 F7 | A2A2 A000 A001 A000 A000 A000 07 F7 SBC_A_(IX+0)
DD9E00 1093 A000 A001 A000 A000 A000 42 01 | CD9B A000 A001 A000 A000 A000 42 01 SBC_A_(IX+0)
DDA600 0000 A000 A001 A000 A000 A000 00 00 | 0054 A000 A001 A000 A000 A000 00 00 AND_A_(IX+0)
DDA600 00FF A000 A001 A000 A000 A000 08 80 | 0054 A000 A001 A000 A000 A000 08 80 AND_A_(IX+0)
DDA600 FF28 A000 A001 A000 A000 A000 28 0F | 283C A000 A001 A000 A000 A000 28 0F AND_A_(IX+0)
DDA600 3C01 A000 A001 A000 A000 A000 FF 55 | 3C3C A000 A001 A000 A000 A000 FF 55 AND_A_(IX+0)
DDA600 8055 A000 A001 A000 A000 A000 AC 18 | 8090 A000 A001 A000 A000 A000 AC 18 AND_A_(IX+0)
DDA600 0F10 A000 A001 A000 A000 A000 80 C0 | 0054 A000 A001 A000 A000 A000 80 C0 AND_A_(IX+0)
DDA600 AAC3 A000 A001 A000 A000 A000 07 F7 | 0210 A000 A001 A000 A000 A000 07 F7 AND_A_(IX+0)
DDA600 1093 A000 A001 A000 A000 A000 42 01 | 0054 A000 A001 A000 A000 A000 42 01 AND_A_(IX+0)
DDAE00 0000 A000 A001 A000 A000 A000 00 00 | 0044 A000 A001 A000 A000 A000 00 00 XOR_A_(IX+0)
DDAE00 00FF A000 A001 A000 A000 A000 08 80 | 0808 A000 A001 A000 A000 A000 08 80 XOR_A_(IX+0)
DDAE00 FF28 A000 A001 A000 A000 A000 28 0F | D784 A000 A001 A000 A000 A000 28 0F XOR_A_(IX+0)
DDAE00 3C01 A000 A001 A000 A000 A000 FF 55 | C384 A000 A001 A000 A000 A000 FF 55 XOR_A_(IX+0)
DDAE00 8055 A000 A001 A000 A000 A000 AC 18 | 2C28 A000 A001 A000 A000 A000 AC 18 XOR_A_(IX+0)
DDAE00 0F10 A000 A001 A000 A000 A000 80 C0 | 8F88 A000 A001 A000 A000 A000 80 C0 XOR_A_(IX+0)
DDAE00 AAC3 A000 A001 A000 A000 A000 07 F7 | ADA8 A000 A001 A000 A000 A000 07 F7 XOR_A_(IX+0)
DDAE00 1093 A000 A001 A000 A000 A000 42 01 | 5200 A000 A001 A000 A000 A000 42 01 XOR_A_(IX+0)
DDB600 0000 A000 A001 A000 A000 A000 00 00 | 0044 A000 A001 A000 A000 A000 00 00 OR_A_(IX+0)
DDB600 00FF A000 A001 A000 A000 A000 08 80 | 0808 A000 A001 A000 A000 A000 08 80 OR_A_(IX+0)
DDB600 FF28 A000 A001 A000 A000 A000 28 0F | FFAC A000 A001 A000 A000 A000 28 0F OR_A_(IX+0)
DDB600 3C01 A000 A001 A000 A000 A000 FF 55 | FFAC A000 A001 A000 A000 A000 FF 55 OR_A_(IX+0)
DDB600 8055 A000 A001 A000 A000 A000 AC 18 | ACAC A000 A001 A000 A000 A000 AC 18 OR_A_(IX+0)
DDB600 0F10 A000 A001 A000 A000 A000 80 C0 | 8F88 A000 A001 A000 A000 A000 80 C0 OR_A_(IX+0)
DDB600 AAC3 A000 A001 A000 A000 A000 07 F7 | AFAC A000 A001 A000 A000 A000 07 F7 OR_A_(IX+0)
DDB600 1093 A000 A001 A000 A000 A000 42 01 | 5200 A000 A001 A000 A000 A000 42 01 OR_A_(IX+0)
DDBE00 0000 A000 A001 A000 A000 A000 00 00 | 0042 A000 A001 A000 A000 A000 00 00 CP_A_(IX+0)
DDBE00 00FF A000 A001 A000 A000 A000 08 80 | 009B A000 A001 A000 A000 A000 08 80 CP_A_(IX+0)
DDBE00 FF28 A000 A001 A000 A000 A000 28 0F | FFAA A000 A001 A000 A000 A000 28 0F CP_A_(IX+0)
DDBE00 3C01 A000 A001 A000 A000 A000 FF 55 | 3C3B A000 A001 A000 A000 A000 FF 55 CP_A_(IX+0)
DDBE00 8055 A000 A001 A000 A000 A000 AC 18 | 80BB A000 A001 A000 A000 A000 AC 18 CP_A_(IX+0)
DDBE00 0F10 A000 A001 A000 A000 A000 80 C0 | 0F87 A000 A001 A000 A000 A000 80 C0 CP_A_(IX+0)
DDBE00 AAC3 A000 A001 A000 A000 A000 07 F7 | AA82 A000 A001 A000 A000 A000 07 F7 CP_A_(IX+0)
DDBE00 1093 A000 A001 A000 A000 A000 42 01 | 1093 A000 A001 A000 A000 A000 42 01 CP_A_(IX+0)
DDCB0000 0000 A000 A001 A000 A000 A000 00 00 | 0044 0000 A001 A000 A000 A000 00 00 IXCB
DDCB0000 00FF A000 A001 A000 A000 A000 08 80 | 0000 1000 A001 A000 A000 A000 10 80 IXCB
DDCB0000 FF28 A000 A001 A000 A000 A000 28 0F | FF04 5000 A001 A000 A000 A000 50 0F IXCB
DDCB0000 3C01 A000 A001 A000 A000 A000 FF 55 | 3CAD FF00 A001 A000 A000 A000 FF 55 IXCB
DDCB0000 8055 A000 A001 A000 A000 A000 AC 18 | 800D 5900 A001 A000 A000 A000 59 18 IXCB
DDCB0000 0F10 A000 A001 A000 A000 A000 80 C0 | 0F01 0100 A001 A000 A000 A000 01 C0 IXCB
DDCB0000 AAC3 A000 A001 A000 A000 A000 07 F7 | AA08 0E00 A001 A000 A000 A000 0E F7 IXCB
DDCB0000 1093 A000 A001 A000 A000 A000 42 01 | 1084 8400 A001 A000 A000 A000 84 01 IXCB
DDCB0001 0000 A000 A001 A000 A000 A000 00 00 | 0044 A000 A001 A000 A000 A000 00 00 IXCB
DDCB0001 00FF A000 A001 A000 A000 A000 08 80 | 0000 A010 A001 A000 A000 A000 10 80 IXCB
DDCB0001 FF28 A000 A001 A000 A000 A000 28 0F | FF04 A050 A001 A000 A000 A000 50 0F IXCB
DDCB0001 3C01 A000 A001 A000 A000 A000 FF 55 | 3CAD A0FF A001 A000 A000 A000 FF 55 IXCB
DDCB0001 8055 A000 A001 A000 A000 A000 AC 18 | 800D A059 A001 A000 A000 A000 59 18 IXCB
DDCB0001 0F10 A000 A001 A000 A000 A000 80 C0 | 0F01 A001 A001 A000 A000 A000 01 C0 IXCB
DDCB0001 AAC3 A000 A001 A000 A000 A000 07 F7 | AA08 A00E A001 A000 A000 A000 0E F7 IXCB
DDCB0001 1093 A000 A001 A000 A000 A000 42 01 | 1084 A084 A001 A000 A000 A000 84 01 IXCB
DDCB0002 0000 A000 A001 A000 A000 A000 00 00 | 0044 A000 0001 A000 A000 A000 00 00 IXCB
DDCB0002 00FF A000 A001 A000 A000 A000 08 80 | 0000 A000 1001 A000 A000 A000 10 80 IXCB
DDCB0002 FF28 A000 A001 A000 A000 A000 28 0F | FF04 A000 5001 A000 A000 A000 50 0F IXCB
DDCB0002 3C01 A000 A001 A000 A000 A000 FF 55 | 3CAD A000 FF01 A000 A000 A000 FF 55 IXCB
DDCB0002 8055 A000 A001 A000 A000 A000 AC 18 | 800D A000 5901 A000 A000 A000 59 18 IXCB
DDCB0002 0F10 A000 A001 A000 A000 A000 80 C0 | 0F01 A000 0101 A000 A000 A000 01 C0 IXCB
DDCB0002 AAC3 A000 A001 A000 A000 A000 07 F7 | AA08 A000 0E01 A000 A000 A000 0E F7 IXCB
DDCB0002 1093 A000 A001 A000 A000 A000 42 01 | 1084 A000 8401 A000 A000 A000 84 01 IXCB
DDCB0003 0000 A000 A001 A000 A000 A000 00 00 | 0044 A000 A000 A000 A000 A000 00 00 IXCB
DDCB0003 00FF A000 A001 A000 A000 A000 08 80 | 0000 A000 A010 A000 A000 A000 10 80 IXCB
DDCB0003 FF28 A000 A001 A000 A000 A000 28 0F | FF04 A000 A050 A000 A000 A000 50 0F IXCB
DDCB0003 3C01 A000 A001 A000 A000 A000 FF 55 | 3CAD A000 A0FF A000 A000 A000 FF 55 IXCB
DDCB0003 8055 A000 A001 A000 A000 A000 AC 18 | 800D A000 A059 A000 A000 A000 59 18 IXCB
DDCB0003 0F10 A000 A001 A000 A000 A000 80 C0 | 0F01 A000 A001 A000 A000 A000 01 C0 IXCB
DDCB0003 AAC3 A000 A001 A000 A000 A000 07 F7 | AA08 A000 A00E A000 A000 A000 0E F7 IXCB
DDCB0003 1093 A000 A001 A000 A000 A000 42 01 | 1084 A000 A084 A000 A000 A000 84 01 IXCB
DDCB0004 0000 A000 A001 A000 A000 A000 00 00 | 0044 A000 A001 0000 A000 A000 00 00 IXCB
DDCB0004 00FF A000 A001 A000 A000 A000 08 80 | 0000 A000 A001 1000 A000 A000 10 80 IXCB
DDCB0004 FF28 A000 A001 A000 A000 A000 28 0F | FF04 A000 A001 5000 A000 A000 50 0F IXCB
DDCB0004 3C01 A000 A001 A000 A000 A000 FF 55 | 3CAD A000 A001 FF00 A000 A000 FF 55 IXCB
DDCB0004 8055 A000 A001 A000 A000 A000 AC 18 | 800D A000 A001 5900 A000 A000 59 18 IXCB
DDCB0004 0F10 A000 A001 A000 A000 A000 80 C0 | 0F01 A000 A001 0100 A000 A000 01 C0 IXCB
DDCB0004 AAC3 A000 A001 A000 A000 A000 07 F7 | AA08 A000 A001 0E00 A000 A000 0E F7 IXCB
DDCB0004 1093 A000 A001 A000 A000 A000 42 01 | 1084 A000 A001 8400 A000 A000 84 01 IXCB
DDCB0005 0000 A000 A001 A000 A000 A000 00 00 | 0044 A000 A001 A000 A000 A000 00 00 IXCB
DDCB0005 00FF A000 A001 A000 A000 A000 08 80 | 0000 A000 A001 A010 A000 A000 10 80 IXCB
DDCB0005 FF28 A000 A001 A000 A000 A000 28 0F | FF04 A000 A001 A050 A000 A000 50 0F IXCB
DDCB0005 3C01 A000 A001 A000 A000 A000 FF 55 | 3CAD A000 A001 A0FF A000 A000 FF 55 IXCB
DDCB0005 8055 A000 A001 A000 A000 A000 AC 18 | 800D A000 A001 A059 A000 A000 59 18 IXCB
DDCB0005 0F10 A000 A001 A000 A000 A000 80 C0 | 0F01 A000 A001 A001 A000 A000 01 C0 IXCB
DDCB0005 AAC3 A000 A001 A000 A000 A000 07 F7 | AA08 A000 A001 A00E A000 A000 0E F7 IXCB
DDCB0005 1093 A000 A001 A000 A000 A000 42 01 | 1084 A000 A001 A084 A000 A000 84 01 IXCB
DDCB0006 0000 A000 A001 A000 A000 A000 00 00 | 0044 A000 A001 A000 A000 A000 00 00 IXCB
DDCB0006 00FF A000 A001 A000 A000 A000 08 80 | 0000 A000 A001 A000 A000 A000 10 80 IXCB
DDCB0006 FF28 A000 A001 A000 A000 A000 28 0F | FF04 A000 A001 A000 A000 A000 50 0F IXCB
DDCB0006 3C01 A000 A001 A000 A000 A000 FF 55 | 3CAD A000 A001 A000 A000 A000 FF 55 IXCB
DDCB0006 8055 A000 A001 A000 A000 A000 AC 18 | 800D A000 A001 A000 A000 A000 59 18 IXCB
DDCB0006 0F10 A000 A001 A000 A000 A000 80 C0 | 0F01 A000 A001 A000 A000 A000 01 C0 IXCB
DDCB0006 AAC3 A000 A001 A000 A000 A000 07 F7 | AA08 A000 A001 A000 A000 A000 0E F7 IXCB
DDCB0006 1093 A000 A001 A000 A000 A000 42 01 | 1084 A000 A001 A000 A000 A000 84 01 IXCB
DDCB0007 0000 A000 A001 A000 A000 A000 00 00 | 0044 A000 A001 A000 A000 A000 00 00 IXCB
DDCB0007 00FF A000 A001 A000 A000 A000 08 80 | 1000 A000 A001 A000 A000 A000 10 80 IXCB
DDCB0007 FF28 A000 A001 A000 A000 A000 28 0F | 5004 A000 A001 A000 A000 A000 50 0F IXCB
DDCB0007 3C01 A000 A001 A000 A000 A000 FF 55 | FFAD A000 A001 A000 A000 A000 FF 55 IXCB
DDCB0007 8055 A000 A001 A000 A000 A000 AC 18 | 590D A000 A001 A000 A000 A000 59 18 IXCB
DDCB0007 0F10 A000 A001 A000 A000 A000 80 C0 | 0101 A000 A001 A000 A000 A000 01 C0 IXCB
DDCB0007 AAC3 A000 A001 A000 A000 A000 07 F7 | 0E08 A000 A001 A000 A000 A000 0E F7 IXCB
DDCB0007 1093 A000 A001 A000 A000 A000 42 01 | 8484 A000 A001 A000 A000 A000 84 01 IXCB
DDCB0008 0000 A000 A001 A000 A000 A000 00 00 | 0044 0000 A001 A000 A000 A000 00 00 IXCB
DDCB0008 00FF A000 A001 A000 A000 A000 08 80 | 0000 0400 A001 A000 A000 A000 04 80 IXCB
DDCB0008 FF28 A000 A001 A000 A000 A000 28 0F | FF04 1400 A001 A000 A000 A000 14 0F IXCB
DDCB0008 3C01 A000 A001 A000 A000 A000 FF 55 | 3CAD FF00 A001 A000 A000 A000 FF 55 IXCB
DDCB0008 8055 A000 A001 A000 A000 A000 AC 18 | 8004 5600 A001 A000 A000 A000 56 18 IXCB
DDCB0008 0F10 A000 A001 A000 A000 A000 80 C0 | 0F00 4000 A001 A000 A000 A000 40 C0 IXCB
DDCB0008 AAC3 A000 A001 A000 A000 A000 07 F7 | AA81 8300 A001 A000 A000 A000 83 F7 IXCB
DDCB0008 1093 A000 A001 A000 A000 A000 42 01 | 1024 2100 A001 A000 A000 A000 21 01 IXCB
DDCB0009 0000 A000 A001 A000 A000 A000 00 00 | 0044 A000 A001 A000 A000 A000 00 00 IXCB
DDCB0009 00FF A000 A001 A000 A000 A000 08 80 | 0000 A004 A001 A000 A000 A000 04 80 IXCB
DDCB0009 FF28 A000 A001 A000 A000 A000 28 0F | FF04 A014 A001 A000 A000 A000 14 0F IXCB
DDCB0009 3C01 A000 A001 A000 A000 A000 FF 55 | 3CAD A0FF A001 A000 A000 A000 FF 55 IXCB
DDCB0009 8055 A000 A001 A000 A000 A000 AC 18 | 8004 A056 A001 A000 A000 A000 56 18 IXCB
DDCB0009 0F10 A000 A001 A000 A000 A000 80 C0 | 0F00 A040 A001 A000 A000 A000 40 C0 IXCB
DDCB0009 AAC3 A000 A001 A000 A000 A000 07 F7 | AA81 A083 A001 A000 A000 A000 83 F7 IXCB
DDCB0009 1093 A000 A001 A000 A000 A000 42 01 | 1024 A021 A001 A000 A000 A000 21 01 IXCB
DDCB000A 0000 A000 A001 A000 A000 A000 00 00 | 0044 A000 0001 A000 A000 A000 00 00 IXCB
DDCB000A 00FF A000 A001 A000 A000 A000 08 80 | 0000 A000 0401 A000 A000 A000 04 80 IXCB
DDCB000A FF28 A000 A001 A000 A000 A000 28 0F | FF04 A000 1401 A000 A000 A000 14 0F IXCB
DDCB000A 3C01 A000 A001 A000 A000 A000 FF 55 | 3CAD A000 FF01 A000 A000 A000 FF 55 IXCB
DDCB000A 8055 A000 A001 A000 A000 A000 AC 18 | 8004 A000 5601 A000 A000 A000 56 18 IXCB
DDCB000A 0F10 A000 A001 A000 A000 A000 80 C0 | 0F00 A000 4001 A000 A000 A000 40 C0 IXCB
DDCB000A AAC3 A000 A001 A000 A000 A000 07 F7 | AA81 A000 8301 A000 A000 A000 83 F7 IXCB
DDCB000A 1093 A000 A001 A000 A000 A000 42 01 | 1024 A000 2101 A000 A000 A000 21 01 IXCB
DDCB000B 0000 A000 A001 A000 A000 A000 00 00 | 0044 A000 A000 A000 A000 A000 00 00 IXCB
DDCB000B 00FF A000 A001 A000 A000 A000 08 80 | 0000 A000 A004 A000 A000 A000 04 80 IXCB
DDCB000B FF28 A000 A001 A000 A000 A000 28 0F | FF04 A000 A014 A000 A000 A000 14 0F IXCB
DDCB000B 3C01 A000 A001 A000 A000 A000 FF 55 | 3CAD A000 A0FF A000 A000 A000 FF 55 IXCB
DDCB000B 8055 A000 A001 A000 A000 A000 AC 18 | 8004 A000 A056 A000 A000 A000 56 18 IXCB
DDCB000B 0F10 A000 A001 A000 A000 A000 80 C0 | 0F00 A000 A040 A000 A000 A000 40 C0 IXCB
DDCB000B AAC3 A000 A001 A000 A000 A000 07 F7 | AA81 A000 A083 A000 A000 A000 83 F7 IXCB
DDCB000B 1093 A000 A001 A000 A000 A000 42 01 | 1024 A000 A021 A000 A000 A000 21 01 IXCB
DDCB000C 0000 A000 A001 A000 A000 A000 00 00 | 0044 A000 A001 0000 A000 A000 00 00 IXCB
DDCB000C 00FF A000 A001 A000 A000 A000 08 80 | 0000 A000 A001 0400 A000 A000 04 80 IXCB
DDCB000C FF28 A000 A001 A000 A000 A000 28 0F | FF04 A000 A001 1400 A000 A000 14 0F IXCB
DDCB000C 3C01 A000 A001 A000 A000 A000 FF 55 | 3CAD A000 A001 FF00 A000 A000 FF 55 IXCB
DDCB000C 8055 A000 A001 A000 A000 A000 AC 18 | 8004 A000 A001 5600 A000 A000 56 18 IXCB
DDCB000C 0F10 A000 A001 A000 A000 A000 80 C0 | 0F00 A000 A001 4000 A000 A000 40 C0 IXCB
DDCB000C AAC3 A000 A001 A000 A000 A000 07 F7 | AA81 A000 A001 8300 A000 A000 83 F7 IXCB
DDCB000C 1093 A000 A001 A000 A000 A000 42 01 | 1024 A000 A001 2100 A000 A000 21 01 IXCB
DDCB000D 0000 A000 A001 A000 A000 A000 00 00 | 0044 A000 A001 A000 A000 A000 00 00 IXCB
DDCB000D 00FF A000 A001 A000 A000 A000 08 80 | 0000 A000 A001 A004 A000 A000 04 80 IXCB
DDCB000D FF28 A000 A001 A000 A000 A000 28 0F | FF04 A000 A001 A014 A000 A000 14 0F IXCB
DDCB000D 3C01 A000 A001 A000 A000 A000 FF 55 | 3CAD A000 A001 A0FF A000 A000 FF 55 IXCB
DDCB000D 8055 A000 A001 A000 A000 A000 AC 18 | 8004 A000 A001 A056 A000 A000 56 18 IXCB
DDCB000D 0F10 A000 A001 A000 A000 A000 80 C0 | 0F00 A000 A001 A040 A000 A000 40 C0 IXCB
DDCB000D AAC3 A000 A001 A000 A000 A000 07 F7 | AA81 A000 A001 A083 A000 A000 83 F7 IXCB
DDCB000D 1093 A000 A001 A000 A000 A000 42 01 | 1024 A000 A001 A021 A000 A000 21 01 IXCB
DDCB000E 0000 A000 A001 A000 A000 A000 00 00 | 0044 A000 A001 A000 A000 A000 00 00 IXCB
DDCB000E 00FF A000 A001 A000 A000 A000 08 80 | 0000 A000 A001 A000 A000 A000 04 80 IXCB
DDCB000E FF28 A000 A001 A000 A000 A000 28 0F | FF04 A000 A001 A000 A000 A000 14 0F IXCB
DDCB000E 3C01 A000 A001 A000 A000 A000 FF 55 | 3CAD A000 A001 A000 A000 A000 FF 55 IXCB
DDCB000E 8055 A000 A001 A000 A000 A000 AC 18 | 8004 A000 A001 A000 A000 A000 56 18 IXCB
